,19,2,3,3,2,3,2,2,2,2,2*,2,2,2,3,3,3,2.4,2.375
,20,2,3,3,2,3,2,2,2,2,2*,2,2,2,3,3,2,2.333333333,2.8125
,21,2,3,3,2,3,2,2,2,2,2*,2,2,2,3,3,2,2.333333333,2.8125
,22,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2.25,3.0625
,23,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2.1875,3.0625
,24,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2.1875,3.0625
,Daily Max,3,3,3,2,3,3,2,3,3,2,2,2,3,4,4,3,2.8125,2.8125
6/2/2016,1,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2.1875,2.8125
,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,2.8125
,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,2.375
,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,2.625
,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,2.8125
,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,0
,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,0
,8,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2.1875,0
,9,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2.3125,0
,10,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2.4375,0
,11,2,3,3*,2,3,3,2,3,3,2,3,2,2,3,3,3,2.6,0
,12,3,3,3*,3,3,3,3,3,3,3,3,3*,3,3,3,3,3,0
,13,3,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,3*,3,0
,14,3,3,3,3,3,3,3,4,3,3,3,3*,3,3,3,3*,3.071428571,0
,15,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3*,2.933333333,0
,16,3,3,3,3,3*,3*,3,3,3,2,3,3,3,3,3,3*,2.923076923,0
,17,3,3,3,3,3*,3*,3*,3,3,2,3,3,3,3,3,3*,2.916666667,0
,18,3,3,3,3,3,3*,2*,3,3,2,2,2,3,3,3,3*,2.769230769,0
,19,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3*,2.8,0
,20,3,3,4,2,3,3,3,3,3,3,2,2,3,3,3,3*,2.866666667,0
,21,2,3,4,2,3,3,3,2,3,3,2,2,3,3,3,3,2.75,0
,22,2,3,3,2,3,3,3,2,3,3,2,2,2,3,3,3,2.625,0
,23,2,3,3,2,3,3,2,2,3,3,2,2,2,3,3,3,2.5625,0
,24,2,3,3,2,3,2,2,2,2,3,2,2,2,3,2,3,2.375,0
,Daily Max,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3.125,0
6/3/2016,1,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2.3125,0
,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,3,2.3125,0
,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2.1875,0
,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,0
,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,0
,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,0
,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,8,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2.1875,
,9,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2.3125,
,10,2,3,3,2,3,2,2,3,2,2,2,2,2,3,3,2,2.375,
,11,2,3,3,2,3,3,2,3,2,3,2,2,3,3,3,3,2.625,
,12,3,3,3,3,3,3,3,3,3,3,3,2,3,3*,3,3,2.933333333,
,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3*,3,3,3,
,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
,15,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0625,
,16,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0625,
,17,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0625,
,18,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0625,
,19,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0625,
,20,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,
,21,3,3,4,3,3,3,3,3,3,3,3,2,3,3,3,3,3,
,22,3,3,4,3,3,3,3,2,3,3,2,2,2,4,3,3,2.875,
,23,3,3,4,3,3,3,3,2,3,2,2,2,2,4,3,3,2.8125,
,24,2,3,3,2,3,3,3,2,3,2,2,2,2,4,3,3,2.625,
,Daily Max,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3.125,
6/4/2016,1,2,3,3,2,3,2,3,2,3,2,2,2,2,4,3,3,2.5625,
,2,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,2,2.4375,
,3,2,3,3,2,3,2,3,2,3,2,2,2,2,3,3,2,2.4375,
,4,2,3,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2.25,
,5,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2.1875,
,6,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2.1875,
,7,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2.1875,
,8,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2.3125,
,9,2,3,3,2,3,3,2,2,3,2,2,2,2,3,3,3,2.5,
,10,2,3,3,2,3,3,3,3,3,2,2,2,3,3,3,3,2.6875,
,11,3,3,4,3,3,3,3,3,3,2,3,3,3,3,3,3,3,
,12,3,3,4,3,3,3,3,3,3,2,3,3,3,4,3,3,3.0625,
,13,3,4,4,3,4,3,3,3,3,3,3,3,3,4,3,4,3.3125,
,14,3,4,4,3,4,3,3,3,3,3,3,3,4,4,3,4,3.375,
,15,3,4,4,3,3,3,3,3,3,3,3,3,4,5,3,4,3.375,
,16,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3.125,
,17,3,3,3,3,3,3,3,3,3,2,3,2,3,5,3,3,3,
,18,3,3,3,3,3,3,3,3,3,2,2,2,3,4,3,3,2.875,
,19,3,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3,2.875,
,20,3*,3,3,3,3,3,3,3,3,2,2,2,2,4,4,3,2.866666667,
,21,3,3,3,3,3,3,2,3,3,2,2,2,2,4,4,3,2.8125,
,22,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,2.625,
,23,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2.5625,
,24,3,3,3,3,3,2,2,3,3,2,2,2,2,3,3,3,2.625,
,Daily Max,3,4,4,3,4,3,3,3,3,3,3,3,4,5,4,4,3.5,
6/5/2016,1,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2.625,
,2,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2.625,
,3,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2.625,
,4,3,3,3,3,2,2,3,2,3,2,2,2,2,3,2,3,2.5,
,5,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2.375,
,6,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,3,2.3125,
,7,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2.25,
,8,2,3,3,2,2,2,2,2,3,2,2,2,2,3,2,2,2.25,
,9,2,3,3,2,3,2,2,2,3,2,2,2,2,3,3,2,2.375,
,10,2,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2.5625,
,11,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2.625,
,12,3,3,3,3,3,3,2,2,3,2,2,2,2,4,3,3,2.6875,
,13,3,3,3,3,3,3,3,3,3,2,2,2,3,4,4,3,2.9375,
,14,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,3,3.1875,
,15,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,4,3.25,
,16,4,4,4,3,4,4,3,4,4,3,4,3,4,6,4,4,3.875,
,17,4,4,4,4,4,4,3,4,4,4,4,4,4,6,5,4,4.125,
,18,4,4,4,4,4,4,4,4,4,3,4,4,4,6,4,4,4.0625,
,19,3,4,4,4,3,4,4,3,3,3,3,3,4,5,4,4,3.625,
,20,3,4,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3.0625,
,21,3,3,3,3,3,3,3,3,3,2,2,2,3,4,3,3,2.875,
,22,3,3,3,3,3,2,2,2,3,2,2,2,2,4,3,3,2.625,
,23,3,3,3,3,3,2,2,2,3,2,2,2,2,4,3,3,2.625,
,24,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2.5625,
,Daily Max,4,4,4,4,4,4,4,4,4,4,4,4,4,6,5,4,4.1875,
6/6/2016,1,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2.5625,
,2,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,3,2.4375,
,3,3,3,3,3,2,2,2,2,3,2,2,2,2,3,2,2,2.375,
,4,3,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2.3125,
,5,3,3,3,2,2,2,2*,2,2,2,2,2,2,2,2,2,2.2,
,6,2,3,2,2,2,2,2*,2,2,2,2,2,2,2,2,2,2.066666667,
,7,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2.125,
,8,2,3,3,2,2,2,2,2,2,2,2,2,2,3,3,2,2.25,
,9,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2.4375,
,10,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,2.5,
,11,3,3,3,3,3*,3,2,2,3,2,2,2,2,3,4,3,2.666666667,
,12,3,3,3,3,3*,3,2,2,3,2,2,2,2,4,3,3,2.666666667,
,13,3,3,3,3,3,3,3,2,3,2,2,2,3,4,3,3,2.8125,
,14,3,3,3,3,3,3,3,2,3,2,2,2,3,3,3,3,2.75,
,15,3,3,3,3,3,3,3,2,3,3*,2,2,3,3,3,3,2.8,
,16,3,3,3,3,3,3,3,3,3,3*,2,3,3,4,3,3,3,
,17,3,3,4,3,3,3,3,3,3,3*,2,3,3,4,4,3,3.133333333,
,18,3,4,4,3,4,3,3,3,3,3*,3,3,3,5,4,4,3.466666667,
,19,3,4,4,3,4,3,3,3,3,2,3,3,3,5,5,4,3.4375,
,20,3,4,4,3,4,3,3,3,3,2,3,3,3,5,4,4,3.375,
,21,3,4,3,3,4,3,3,3,3,2,3,3,3,5,4,4,3.3125,
,22,3,4,3,3,3,3,3,3,3,2,2,3,2,4,4,4,3.0625,
,23,3,3,3,3,3,3,3,3,3,2,2,3,2,4,3,3,2.875,
,24,3,3,3,3,3,3,3,3,3,2,2,3,2,4,3,3,2.875,
,Daily Max,3,4,4,3,4,3,3,3,3,3,3,3,3,5,5,4,3.5,
6/7/2016,1,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2.8125,
,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,2,3,2.625,
,3,3,3,3,3,2,2,2,2,3,2,2,2,3,3,2,2,2.4375,
,4,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2.25,
,5,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2.1875,
,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,7,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2.125,
,8,2,3,3,2,3,2,2,2,2,2,2,2,2,3,2,2,2.25,
,9,3,3,3,3,3,2,2,2,3,2,2,2,2,3,3,3,2.5625,
,10,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,
,11,3,3,3,3,3,3,3,3,3,2,3,3,3,4,3,3,3,
,12,3,4,3,3,4*,3,3,3,3,3,3,3,3,4,4,4,3.266666667,
,13,3,4,4,3,4*,4,3,3,3,3,4,3,4,4*,4,4,3.5,
,14,4,4,4,4,4*,4,3,3,4,3,3,3,4,4*,4,4,3.642857143,
,15,4,4,4,4,4,4,3,3,4,3,3,4,4,4*,4,4,3.733333333,
,16,3,4,4,3,4,4,3,4,4,3,3,4,3,4,4,4,3.625,
,17,3,4,4,3,4,4,4,3,3,3,3,3,3,4,4,4,3.5,
,18,3,4,4,3,4,3,4,3,3,3,3,3,3,4,4,3,3.375,
,19,3,4,4,3,4,3,4,3,3,3,3,3,3,5,4,4,3.5,
,20,3,4,3,3,4,3,4,3,3,2,3,3,2,5,4,4,3.3125,
,21,3,3,3,3,4,3,3,3,3,2,2,3,2,5,4,4,3.125,
,22,3,3,3,3,3,3,3,3,3,2,2,3,2,5,4,4,3.0625,
,23,3,3,3,3,3,3,3,3,3,2,2,3,2,4,4,4,3,
,24,3,3,3,3,3,3,3,3,3,2,2,3,2,4,3,3,2.875,
,Daily Max,4,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,
6/8/2016,1,3,3,3,3,3,3,2,3,3,2,2,2,2,4,3,3,2.75,
,2,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2.625,
,3,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,2,2.5625,
,4,2,3,2,2,2,2,3,2,3,2,2,2,2,3,2,2,2.25,
,5,2,3,2,2,2,2,3,2,3,2,2,2,*,3,3,2,2.333333333,
,6,3,3,2,2,2,2,3,2,2,2,2,2,2,3,3,2,2.3125,
,7,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2.375,
,8,3,3,3,3,3,2,3,2,2,2,2,2,3,3,3,3,2.625,
,9,3,3,3,3,3,2,3,2,3,2,2,2,2,4,3,3,2.6875,
,10,3,3,3,3,3,2,2,2,3,2,2,2,2,4,4,3,2.6875,
,11,3,3,4,3,3,3,2,2,3,2,2,2,2,4,4,3,2.8125,
,12,3,4,4,3,3,3,2,2,3,3,2,3,2,5,4,3,3.0625,
,13,3,4,4,3,3,3,3,3,3,3,2,3,3,5,4,3,3.25,
,14,3,4,4,3,3,3,3,3,3,3,3*,3,3,4,4,3,3.266666667,
,15,3,4,3,3,4,3,3,3,3,3,3*,3,3,4,4,3,3.266666667,
,16,3,4,3,3,4,3*,3,3,3,3,3*,3,3,4,4,4,3.357142857,
,17,3,4,3,3,4,3*,3,3,3,3,3*,3,3,4,3,4,3.285714286,
,18,3,4,3,3,3,3,3,3,3,3,3*,3,3,4,3,4,3.2,
,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
,21,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2.75,
,22,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,2.75,
,23,3,3,3,3,3,3,3,2,3,2,2,2,2,3,3,3,2.6875,
,24,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2.625,
,Daily Max,3,4,4,3,4,3,3,3,3,3,3,3,3,5,4,4,3.4375,
6/9/2016,1,3,3,3,3,3,3,2,2,3,2,2,2,2,3,3,3,2.625,
,2,2,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2,2.25,
,3,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2.125,
,4,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,5,2,3,2,2,2,2*,2,2,2,2,2,2,1,2,2,2,2,
,6,2,3,2,2,2,2*,2,2,2,2,2,2,1,2,2,2,2,
,7,2,3,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,
,8,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,9,2,3,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2.1875,
,10,3,3,3,3,3,2,3,2,2,2,2,2,2,3,3,2,2.5,
,11,3,3,3,3,3,3*,3,3,3,3,2,2,3,3,3,3,2.866666667,
,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
,13,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2.9375,
,14,3,4,3,3,3,3*,3,3,3,3,3,3,3,3,3,3,3.066666667,
,15,3,4,3,3,3,3*,3,3,3,3,3,3,3,3,3,3,3.066666667,
,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
,17,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2.9375,
,18,3,3,3,3,3,3,3,3,3,2,3,2,3,3,3,3,2.875,
,19,2,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2.75,
,20,2,3,3,3,3,3,2,2,3,2,2,2,3,3,3,3,2.625,
,21,2,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,2.4375,
,22,2,3,2,3,2,2,2,2,2,2,2,2,2,3,3,3,2.3125,
,23,2,3,2,3,2,2*,2,2,2,2,2,2,2,3,3,2,2.266666667,
,24,2,3,2,2,2,2*,2,2,2,2,2,2,2,3,2,2,2.133333333,
,Daily Max,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.0625,
6/10/2016,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1.9375,
,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
,9,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2.125,
,10,2,3,3,3,3,2,2,2,2,2,2,2,2,3,3,2,2.375,
,11,2,3,3,3,3,3,3,2,2,3,2,2,2,3,3,3,2.625,
,12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
,13,3,3,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3.125,
,14,3,4,3,3*,4,3,3,3,3,3,3,3,3,4,3,3,3.2,
,15,3,4,3,3*,3,4*,3,3,3,3,2,3,3,4,4,3,3.142857143,
,16,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3.25,
,17,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3.25,
,18,3,4,3,3,3,3*,3,3,3,2,3,3,3,4,4,3,3.133333333,
,19,3,3,3,3,3,3*,3,3,3,2,3,2,3,4,3,3,2.933333333,
,20,3,3,3,3,3,3,3,3,3,2,3,2,3,4,3,3,2.9375,
,21,3,3,3,3,3,3,2,2,3,2,2,2,3,4,3,3,2.75,
,22,2,3,3,3,3,3,2,2,2,2,2,2,2,4,3,3,2.5625,
,23,2,3,3,3,3,3,2,2,2,2,2,2,2,4,3,3,2.5625,
,24,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2.4375,
,Daily Max,3,4,3,3,4,4,3,3,3,3,3,3,3,4,4,4,3.375,
6/11/2016,1,2,3,3,2,3,2,2,2,2,2,2,2,2,3,3,2,2.3125,
,2,2,3,2,2,3,2,2,2,2,2,2,2,1,3,2,2,2.125,
,3,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1.9375,
,4,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1.875,
,5,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,6,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0625,
,8,2,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2.125,
,9,2,3,3,2,3,2*,2,2,2,2,2,2,2,3,3,2,2.333333333,
,10,2,3*,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2.466666667,
,11,2,3*,3,3,3,3*,2,2,2,2,2,2,2,3,3,3,2.428571429,
,12,2,3,3,3,3,3*,2,2,2,2,2,2,2,3,3,3,2.466666667,
,13,2,3,3,3,3,3*,2,2,2,2,2,2,2,3,3,3,2.466666667,
,14,2,3,3,2,3,3*,2,2,2,2,2,2,2,3,3,3,2.4,
,15,2,3,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2.4375,
,16,2,3*,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2.4,
,17,2,3*,3,2,3,3,2,2,2,2,2,2,2,3,3,3,2.4,
,18,2,3*,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2.533333333,
,19,2,3*,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2.533333333,
,20,2,3*,3,2,3,3,2,2,2,3,2,2,2,3,3,3,2.466666667,
,21,2,3*,3,2,3,3,2,2,2,3,2,2,2,4,3,3,2.533333333,
,22,2,3*,3,2,3,3,3,2,2,3,2,2,2,4,3,3,2.6,
,23,3,3*,3,3,3,3,3,2,2,3,2,2,2,4,3,3,2.733333333,
,24,3,3*,3,3,3,3,3,2,3,3,2,2,2,4,3,3,2.8,
,Daily Max,3,3,3,3,3,3,3,2,3,3,2,2,2,4,3,3,2.8125,
6/12/2016,1,3,3*,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2.6,
,2,3,3*,3,3,3,3,2,2,2,3,2,2,2,3,3,2,2.533333333,
,3,2,3*,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2.266666667,
,4,2,3*,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2.133333333,
,5,2,3*,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2.133333333,
,6,2,3*,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2.133333333,
,7,2,3*,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2.133333333,
,8,2,3*,3,2,3,2,2,2,2,3,2,2,2,2,3,2,2.266666667,
,9,2,3*,3,2,3,2,2,2,2,3,2,2,2,3,3,3,2.4,
,10,3,3*,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2.6,
,11,3,3*,3,3,3,3,2,2,3,3,2,2,2,3,3,3,2.666666667,
,12,2,3*,3,3,3,3,2,2,2,3,2,2,2,3,3,3,2.533333333,
,13,2,3*,3,2,3,2,2,2,2,2,2,2,2,3,3,3,2.333333333,
,14,2,3*,3,2,3,2,2,2,2,3,2,2,2,3,3,3,2.4,
,15,2,3*,3,2,3,2,2,2,2,3,2,2,2,3,3,3,2.4,
,16,3,3*,3,3,3,3,2,2,2,3,2,2,2,4,3,3,2.666666667,
,17,3,3*,3,3,3,3,2,2,3,3,2,2,2,4,3,3,2.733333333,
,18,3,3*,4,3,3,3,2,3,3,3,2,2,2,3,3,3,2.8,
,19,3,4*,4,3,3,3,2,3,3,3,2,3,2,3,3,3,2.866666667,
,20,3,4*,4,3,3,3,2,3,3,3,2,3,2,4,3,3,2.933333333,
,21,3,4*,4,3,3,3,2,3,3,3,2,3,2,4,3,3,2.933333333,
,22,3,3*,4,3,3,3,2,3,3,3,2,3,2,4,3,3,2.933333333,
,23,3,3*,4,3,3,3,3*,3,3,3,2,3,2,4,3,3,3,
,24,3,3*,3,3,3,3,3*,3,3,3,2,2,2,3,3,3,2.785714286,
,Daily Max,3,4,4,3,3,3,3,3,3,3,2,3,2,4,3,3,3.0625,
6/13/2016,1,3,3*,3,3,3,3,3*,2,3,3,2,2,2,3,3,3,2.714285714,
,2,2,3*,3,2,3,2,2*,2,3,3,2,2,2,3,3,2,2.428571429,
,3,3,3*,3,2,3,2,2*,2,3,3,2,2,2,3,3,2,2.5,
,4,3,3*,3,2,3,2,2*,2,3,3,2,2,2,2,3,2,2.428571429,
,5,3,3*,3,2,3,2,3*,2*,3,2*,2,2,2,2,3,2,2.416666667,
,6,3,3*,3,2,3,3,3*,2,3,2*,2,3,2,2,3,2,2.538461538,
,7,3,3*,3,2,3,3,3*,2,3,2*,2,2,2,3,3,2,2.538461538,
,8,3,3*,3,3,3,3,3*,2,3,2*,2,2,2,3,3,3,2.692307692,
,9,2,3*,4,3,3,3,3*,3,3,2*,2,2,2,3,3,3,2.769230769,
,10,3,3*,4,3,3,3,3*,3,3,3*,2,2,2,3,4,3,2.923076923,
,11,3,3*,4,3,3,3,3,3,3,3*,2,3,2,3,4,3,3,
,12,3,3,4,3,4,3,3,3,3,3*,3,3,2,3,4,3,3.133333333,
,13,3,4,4,3*,4,3,3,3,3,3*,3,3,2,3,4,3,3.214285714,
,14,3,4,4,3*,4,3,3,3,3,3*,3,3,3,3,4,3,3.285714286,
,15,3,3*,4,3*,4,3,3,3*,3,3,3,3,3,3,4,3,3.230769231,
,16,3,3*,4,3*,4,3,3,3*,3,3,3,3,3,3,3,3,3.153846154,
,17,3,3*,4,3*,4,3,3,3,3,3,3,3,3,3,3,3,3.142857143,
,18,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3.125,
,19,3,3,4,3,3,3*,3,3,3,3,3,3,3,4,3,3,3.133333333,
,20,3,3,4,3,3,3*,3,3,3,3,2,3,2,4,3,3,3,
,21,3,3,4,3,3,3*,3,3,3,3,2,3,2,4,3,3,3,
